animal,hour,date
IGUANA,12:00,2021-12-20
CARNERO,01:00,2021-12-20
RATÓN,02:00,2021-12-20
ÁGUILA,03:00,2021-12-20
PESCADO,04:00,2021-12-20
VACA,05:00,2021-12-20
ÁGUILA,06:00,2021-12-20
CULEBRA,07:00,2021-12-20
CIEMPIÉS,09:00,2022-04-22
BURRO,10:00,2022-04-22
RANA,11:00,2022-04-22
PAVO,12:00,2022-04-22
MONO,01:00,2022-04-22
JIRAFA,02:00,2022-04-22
LAPA,03:00,2022-04-22
ELEFANTE,04:00,2022-04-22
ZORRO,05:00,2022-04-22
ZORRO,06:00,2022-04-22
PERRO,07:00,2022-04-22
CABALLO,09:00,2021-08-28
CARNERO,10:00,2021-08-28
JIRAFA,11:00,2021-08-28
CABALLO,12:00,2021-08-28
RANA,01:00,2021-08-28
PAVO,03:00,2021-08-28
ÁGUILA,04:00,2021-08-28
GATO,05:00,2021-08-28
PALOMA,06:00,2021-08-28
IGUANA,07:00,2021-08-28
CHIVO,09:00,2023-08-19
CARNERO,10:00,2023-08-19
ZORRO,11:00,2023-08-19
CAMELLO,12:00,2023-08-19
ELEFANTE,01:00,2023-08-19
BURRO,02:00,2023-08-19
ALACRÁN,03:00,2023-08-19
VENADO,04:00,2023-08-19
MONO,05:00,2023-08-19
JIRAFA,06:00,2023-08-19
CIEMPIÉS,07:00,2023-08-19
ARDILLA,09:00,2024-01-23
ELEFANTE,10:00,2024-01-23
CULEBRA,11:00,2024-01-23
LAPA,12:00,2024-01-23
LEÓN,01:00,2024-01-23
CERDO,02:00,2024-01-23
VENADO,03:00,2024-01-23
CABALLO,04:00,2024-01-23
CARNERO,05:00,2024-01-23
JIRAFA,06:00,2024-01-23
OSO,07:00,2024-01-23
RATÓN,09:00,2024-03-08
GALLO,10:00,2024-03-08
GALLINA,11:00,2024-03-08
ZORRO,12:00,2024-03-08
RANA,01:00,2024-03-08
GATO,02:00,2024-03-08
BURRO,03:00,2024-03-08
MONO,04:00,2024-03-08
CARNERO,05:00,2024-03-08
ELEFANTE,06:00,2024-03-08
IGUANA,07:00,2024-03-08
VACA,09:00,2020-02-26
LEÓN,10:00,2020-02-26
BURRO,11:00,2020-02-26
CAIMÁN,12:00,2020-02-26
GALLINA,01:00,2020-02-26
OSO,03:00,2020-02-26
CHIVO,04:00,2020-02-26
PAVO,05:00,2020-02-26
CEBRA,06:00,2020-02-26
ZORRO,07:00,2020-02-26
BALLENA,09:00,2024-01-05
LEÓN,10:00,2024-01-05
ARDILLA,11:00,2024-01-05
GATO,12:00,2024-01-05
PESCADO,01:00,2024-01-05
VENADO,02:00,2024-01-05
CEBRA,03:00,2024-01-05
JIRAFA,04:00,2024-01-05
CABALLO,05:00,2024-01-05
PESCADO,06:00,2024-01-05
RANA,07:00,2024-01-05
ARDILLA,09:00,2023-12-21
ALACRÁN,10:00,2023-12-21
ZORRO,11:00,2023-12-21
PESCADO,12:00,2023-12-21
CULEBRA,01:00,2023-12-21
LAPA,02:00,2023-12-21
TORO,03:00,2023-12-21
BALLENA,04:00,2023-12-21
CEBRA,05:00,2023-12-21
OSO,06:00,2023-12-21
ZORRO,07:00,2023-12-21
TORO,09:00,2023-06-19
PAVO,10:00,2023-06-19
LAPA,11:00,2023-06-19
MONO,12:00,2023-06-19
DELFÍN,01:00,2023-06-19
TIGRE,02:00,2023-06-19
LEÓN,03:00,2023-06-19
CIEMPIÉS,04:00,2023-06-19
CAMELLO,05:00,2023-06-19
RATÓN,06:00,2023-06-19
RANA,07:00,2023-06-19
ARDILLA,09:00,2021-06-15
PERICO,10:00,2021-06-15
TIGRE,11:00,2021-06-15
PESCADO,12:00,2021-06-15
BURRO,01:00,2021-06-15
PAVO,03:00,2021-06-15
CABALLO,04:00,2021-06-15
CERDO,05:00,2021-06-15
IGUANA,06:00,2021-06-15
ZAMURO,07:00,2021-06-15
ELEFANTE,09:00,2021-03-05
ARDILLA,10:00,2021-03-05
CERDO,11:00,2021-03-05
CEBRA,12:00,2021-03-05
GALLINA,01:00,2021-03-05
PERICO,03:00,2021-03-05
PAVO,04:00,2021-03-05
ARDILLA,05:00,2021-03-05
CIEMPIÉS,06:00,2021-03-05
TORO,07:00,2021-03-05
IGUANA,09:00,2021-10-04
ZAMURO,10:00,2021-10-04
CARNERO,11:00,2021-10-04
MONO,12:00,2021-10-04
CABALLO,01:00,2021-10-04
RANA,02:00,2021-10-04
BALLENA,03:00,2021-10-04
VACA,04:00,2021-10-04
CABALLO,05:00,2021-10-04
TIGRE,06:00,2021-10-04
CARNERO,07:00,2021-10-04
LAPA,09:00,2024-02-28
PALOMA,10:00,2024-02-28
CABALLO,11:00,2024-02-28
JIRAFA,12:00,2024-02-28
GATO,01:00,2024-02-28
ALACRÁN,02:00,2024-02-28
LEÓN,03:00,2024-02-28
PALOMA,04:00,2024-02-28
OSO,05:00,2024-02-28
CIEMPIÉS,06:00,2024-02-28
VENADO,07:00,2024-02-28
IGUANA,09:00,2023-07-19
CABALLO,10:00,2023-07-19
OSO,11:00,2023-07-19
PERICO,12:00,2023-07-19
ARDILLA,01:00,2023-07-19
GATO,02:00,2023-07-19
BURRO,03:00,2023-07-19
ALACRÁN,04:00,2023-07-19
IGUANA,05:00,2023-07-19
CIEMPIÉS,06:00,2023-07-19
JIRAFA,07:00,2023-07-19
ZAMURO,09:00,2024-02-19
CABALLO,10:00,2024-02-19
PERRO,11:00,2024-02-19
TIGRE,12:00,2024-02-19
ALACRÁN,01:00,2024-02-19
ELEFANTE,02:00,2024-02-19
VENADO,03:00,2024-02-19
ZORRO,04:00,2024-02-19
ARDILLA,05:00,2024-02-19
VACA,06:00,2024-02-19
PERICO,07:00,2024-02-19
LAPA,09:00,2021-11-11
PESCADO,10:00,2021-11-11
GATO,11:00,2021-11-11
ZORRO,12:00,2021-11-11
CEBRA,01:00,2021-11-11
RANA,02:00,2021-11-11
TORO,03:00,2021-11-11
GALLO,04:00,2021-11-11
IGUANA,05:00,2021-11-11
ALACRÁN,06:00,2021-11-11
GALLINA,07:00,2021-11-11
IGUANA,09:00,2022-02-12
GALLINA,10:00,2022-02-12
ALACRÁN,11:00,2022-02-12
ALACRÁN,12:00,2022-02-12
CAIMÁN,01:00,2022-02-12
LAPA,02:00,2022-02-12
PESCADO,03:00,2022-02-12
CERDO,04:00,2022-02-12
VENADO,05:00,2022-02-12
PERICO,06:00,2022-02-12
LEÓN,07:00,2022-02-12
ELEFANTE,09:00,2023-07-25
PERRO,10:00,2023-07-25
CARNERO,11:00,2023-07-25
VENADO,12:00,2023-07-25
ARDILLA,01:00,2023-07-25
GATO,02:00,2023-07-25
ALACRÁN,03:00,2023-07-25
CEBRA,04:00,2023-07-25
CAIMÁN,05:00,2023-07-25
CEBRA,06:00,2023-07-25
RANA,07:00,2023-07-25
VENADO,09:00,2020-12-09
RANA,10:00,2020-12-09
CAMELLO,11:00,2020-12-09
CEBRA,12:00,2020-12-09
DELFÍN,01:00,2020-12-09
ÁGUILA,03:00,2020-12-09
CIEMPIÉS,04:00,2020-12-09
PERICO,05:00,2020-12-09
ARDILLA,06:00,2020-12-09
LAPA,07:00,2020-12-09
CEBRA,09:00,2022-08-05
PALOMA,10:00,2022-08-05
GATO,11:00,2022-08-05
CAIMÁN,12:00,2022-08-05
GALLO,01:00,2022-08-05
GALLO,02:00,2022-08-05
PERRO,03:00,2022-08-05
CHIVO,04:00,2022-08-05
CAIMÁN,05:00,2022-08-05
OSO,06:00,2022-08-05
PAVO,07:00,2022-08-05
IGUANA,09:00,2022-11-24
PALOMA,10:00,2022-11-24
PERICO,11:00,2022-11-24
PESCADO,12:00,2022-11-24
DELFÍN,01:00,2022-11-24
MONO,02:00,2022-11-24
VENADO,03:00,2022-11-24
BALLENA,04:00,2022-11-24
CAMELLO,05:00,2022-11-24
ZAMURO,06:00,2022-11-24
RANA,07:00,2022-11-24
CAMELLO,09:00,2021-11-17
PALOMA,10:00,2021-11-17
CIEMPIÉS,11:00,2021-11-17
ELEFANTE,12:00,2021-11-17
TORO,01:00,2021-11-17
CEBRA,02:00,2021-11-17
LEÓN,03:00,2021-11-17
RANA,04:00,2021-11-17
CABALLO,05:00,2021-11-17
CARNERO,06:00,2021-11-17
CERDO,07:00,2021-11-17
CERDO,09:00,2021-11-29
CEBRA,10:00,2021-11-29
ELEFANTE,11:00,2021-11-29
ALACRÁN,12:00,2021-11-29
CEBRA,01:00,2021-11-29
GALLINA,02:00,2021-11-29
GALLO,03:00,2021-11-29
VACA,04:00,2021-11-29
GATO,05:00,2021-11-29
TIGRE,06:00,2021-11-29
ARDILLA,07:00,2021-11-29
DELFÍN,09:00,2022-05-22
MONO,10:00,2022-05-22
GALLO,11:00,2022-05-22
VENADO,12:00,2022-05-22
PAVO,01:00,2022-05-22
PERICO,02:00,2022-05-22
CARNERO,03:00,2022-05-22
CABALLO,04:00,2022-05-22
CAIMÁN,05:00,2022-05-22
CULEBRA,06:00,2022-05-22
TORO,07:00,2022-05-22
CAMELLO,09:00,2023-03-24
VACA,10:00,2023-03-24
VENADO,11:00,2023-03-24
CABALLO,12:00,2023-03-24
JIRAFA,01:00,2023-03-24
GALLINA,02:00,2023-03-24
DELFÍN,03:00,2023-03-24
GATO,04:00,2023-03-24
ARDILLA,05:00,2023-03-24
MONO,06:00,2023-03-24
CHIVO,07:00,2023-03-24
ZAMURO,09:00,2022-09-17
PERRO,10:00,2022-09-17
ALACRÁN,11:00,2022-09-17
VACA,12:00,2022-09-17
OSO,01:00,2022-09-17
IGUANA,02:00,2022-09-17
GATO,03:00,2022-09-17
CABALLO,04:00,2022-09-17
PERICO,05:00,2022-09-17
TORO,06:00,2022-09-17
IGUANA,07:00,2022-09-17
CULEBRA,09:00,2020-12-06
TORO,10:00,2020-12-06
CARNERO,11:00,2020-12-06
CULEBRA,12:00,2020-12-06
CERDO,01:00,2020-12-06
CIEMPIÉS,03:00,2020-12-06
CAMELLO,04:00,2020-12-06
PERICO,05:00,2020-12-06
DELFÍN,06:00,2020-12-06
ELEFANTE,07:00,2020-12-06
CULEBRA,09:00,2022-10-18
ELEFANTE,10:00,2022-10-18
RATÓN,11:00,2022-10-18
MONO,12:00,2022-10-18
GALLO,01:00,2022-10-18
GALLO,02:00,2022-10-18
CEBRA,03:00,2022-10-18
IGUANA,04:00,2022-10-18
PERICO,05:00,2022-10-18
VACA,06:00,2022-10-18
ZAMURO,07:00,2022-10-18
PERICO,09:00,2021-06-08
CAIMÁN,10:00,2021-06-08
PESCADO,11:00,2021-06-08
CAIMÁN,12:00,2021-06-08
LAPA,01:00,2021-06-08
CABALLO,03:00,2021-06-08
JIRAFA,04:00,2021-06-08
VACA,05:00,2021-06-08
CULEBRA,06:00,2021-06-08
ZORRO,07:00,2021-06-08
VACA,09:00,2021-08-08
PERICO,10:00,2021-08-08
GATO,11:00,2021-08-08
PERRO,12:00,2021-08-08
PALOMA,01:00,2021-08-08
ZORRO,03:00,2021-08-08
VENADO,04:00,2021-08-08
ÁGUILA,05:00,2021-08-08
GATO,06:00,2021-08-08
IGUANA,07:00,2021-08-08
TIGRE,09:00,2022-02-09
CHIVO,10:00,2022-02-09
TORO,11:00,2022-02-09
RANA,12:00,2022-02-09
CERDO,01:00,2022-02-09
DELFÍN,02:00,2022-02-09
CULEBRA,03:00,2022-02-09
GATO,04:00,2022-02-09
OSO,05:00,2022-02-09
CERDO,06:00,2022-02-09
ZAMURO,07:00,2022-02-09
IGUANA,09:00,2021-04-28
PAVO,10:00,2021-04-28
PERRO,11:00,2021-04-28
JIRAFA,12:00,2021-04-28
CHIVO,01:00,2021-04-28
GALLO,03:00,2021-04-28
PERICO,04:00,2021-04-28
LAPA,05:00,2021-04-28
CAMELLO,06:00,2021-04-28
VACA,07:00,2021-04-28
GATO,09:00,2020-03-19
CAMELLO,10:00,2020-03-19
CHIVO,11:00,2020-03-19
OSO,12:00,2020-03-19
VACA,01:00,2020-03-19
TORO,03:00,2020-03-19
CABALLO,04:00,2020-03-19
PESCADO,05:00,2020-03-19
BURRO,06:00,2020-03-19
PERICO,07:00,2020-03-19
ZORRO,09:00,2022-06-23
CAIMÁN,10:00,2022-06-23
PALOMA,11:00,2022-06-23
PAVO,12:00,2022-06-23
CARNERO,01:00,2022-06-23
GALLINA,02:00,2022-06-23
PAVO,03:00,2022-06-23
OSO,04:00,2022-06-23
ALACRÁN,05:00,2022-06-23
GALLO,06:00,2022-06-23
ZAMURO,07:00,2022-06-23
IGUANA,09:00,2020-09-23
CABALLO,10:00,2020-09-23
PAVO,11:00,2020-09-23
GALLINA,12:00,2020-09-23
ARDILLA,01:00,2020-09-23
LEÓN,09:00,2021-11-08
RATÓN,10:00,2021-11-08
IGUANA,11:00,2021-11-08
JIRAFA,12:00,2021-11-08
IGUANA,01:00,2021-11-08
TIGRE,02:00,2021-11-08
CARNERO,03:00,2021-11-08
BURRO,04:00,2021-11-08
PALOMA,05:00,2021-11-08
PAVO,06:00,2021-11-08
VACA,07:00,2021-11-08
BURRO,09:00,2023-03-31
VENADO,10:00,2023-03-31
GATO,11:00,2023-03-31
ARDILLA,12:00,2023-03-31
CABALLO,01:00,2023-03-31
PERICO,02:00,2023-03-31
CEBRA,03:00,2023-03-31
ÁGUILA,04:00,2023-03-31
CARNERO,05:00,2023-03-31
ZORRO,06:00,2023-03-31
ELEFANTE,07:00,2023-03-31
PAVO,09:00,2021-02-28
CERDO,10:00,2021-02-28
PERRO,11:00,2021-02-28
DELFÍN,12:00,2021-02-28
CAMELLO,01:00,2021-02-28
RATÓN,03:00,2021-02-28
PALOMA,04:00,2021-02-28
CABALLO,05:00,2021-02-28
ZORRO,06:00,2021-02-28
DELFÍN,07:00,2021-02-28
PERRO,09:00,2022-09-22
PAVO,10:00,2022-09-22
ELEFANTE,11:00,2022-09-22
DELFÍN,12:00,2022-09-22
RANA,01:00,2022-09-22
ZAMURO,02:00,2022-09-22
GATO,03:00,2022-09-22
TORO,04:00,2022-09-22
ZORRO,05:00,2022-09-22
JIRAFA,06:00,2022-09-22
PESCADO,07:00,2022-09-22
BALLENA,09:00,2022-01-20
CEBRA,10:00,2022-01-20
LAPA,11:00,2022-01-20
BALLENA,12:00,2022-01-20
PAVO,01:00,2022-01-20
ZORRO,02:00,2022-01-20
VACA,03:00,2022-01-20
CHIVO,04:00,2022-01-20
CERDO,05:00,2022-01-20
VACA,06:00,2022-01-20
OSO,07:00,2022-01-20
GALLO,09:00,2020-02-01
GALLO,10:00,2020-02-01
LAPA,11:00,2020-02-01
MONO,12:00,2020-02-01
BURRO,01:00,2020-02-01
RANA,03:00,2020-02-01
TORO,04:00,2020-02-01
GALLINA,05:00,2020-02-01
DELFÍN,06:00,2020-02-01
CHIVO,07:00,2020-02-01
BURRO,09:00,2022-01-19
JIRAFA,10:00,2022-01-19
ZAMURO,11:00,2022-01-19
GALLINA,12:00,2022-01-19
CAMELLO,01:00,2022-01-19
OSO,02:00,2022-01-19
GATO,03:00,2022-01-19
GALLINA,04:00,2022-01-19
TIGRE,05:00,2022-01-19
PERRO,06:00,2022-01-19
CABALLO,07:00,2022-01-19
OSO,09:00,2024-01-11
TIGRE,10:00,2024-01-11
PALOMA,11:00,2024-01-11
ARDILLA,12:00,2024-01-11
VACA,01:00,2024-01-11
ÁGUILA,02:00,2024-01-11
ZORRO,03:00,2024-01-11
CEBRA,04:00,2024-01-11
CAIMÁN,05:00,2024-01-11
CHIVO,06:00,2024-01-11
CAMELLO,07:00,2024-01-11
CAIMÁN,09:00,2022-06-06
ZAMURO,10:00,2022-06-06
CIEMPIÉS,11:00,2022-06-06
RATÓN,12:00,2022-06-06
RANA,01:00,2022-06-06
OSO,02:00,2022-06-06
GALLO,03:00,2022-06-06
BALLENA,04:00,2022-06-06
CERDO,05:00,2022-06-06
LEÓN,06:00,2022-06-06
ZORRO,07:00,2022-06-06
ZORRO,09:00,2023-12-17
CEBRA,10:00,2023-12-17
PALOMA,11:00,2023-12-17
PESCADO,12:00,2023-12-17
GATO,01:00,2023-12-17
GALLO,02:00,2023-12-17
VENADO,03:00,2023-12-17
PALOMA,04:00,2023-12-17
GALLINA,05:00,2023-12-17
VACA,06:00,2023-12-17
GALLO,07:00,2023-12-17
GALLINA,09:00,2020-02-13
PERICO,10:00,2020-02-13
RANA,11:00,2020-02-13
TORO,12:00,2020-02-13
BALLENA,01:00,2020-02-13
ZAMURO,03:00,2020-02-13
ALACRÁN,04:00,2020-02-13
ELEFANTE,05:00,2020-02-13
PAVO,06:00,2020-02-13
CIEMPIÉS,07:00,2020-02-13
BURRO,09:00,2022-09-25
CABALLO,10:00,2022-09-25
PERRO,11:00,2022-09-25
PERRO,12:00,2022-09-25
GATO,01:00,2022-09-25
CAIMÁN,02:00,2022-09-25
CULEBRA,03:00,2022-09-25
ALACRÁN,04:00,2022-09-25
PAVO,05:00,2022-09-25
CABALLO,06:00,2022-09-25
PALOMA,07:00,2022-09-25
MONO,09:00,2021-12-14
PALOMA,10:00,2021-12-14
BALLENA,11:00,2021-12-14
CERDO,12:00,2021-12-14
PAVO,01:00,2021-12-14
PERICO,02:00,2021-12-14
ZAMURO,03:00,2021-12-14
ARDILLA,04:00,2021-12-14
VENADO,05:00,2021-12-14
CABALLO,06:00,2021-12-14
JIRAFA,07:00,2021-12-14
CABALLO,09:00,2021-10-17
ALACRÁN,10:00,2021-10-17
PERICO,11:00,2021-10-17
DELFÍN,12:00,2021-10-17
LAPA,01:00,2021-10-17
BURRO,02:00,2021-10-17
IGUANA,03:00,2021-10-17
CAIMÁN,04:00,2021-10-17
ALACRÁN,05:00,2021-10-17
ZORRO,06:00,2021-10-17
CARNERO,07:00,2021-10-17
TIGRE,09:00,2020-12-04
GALLO,10:00,2020-12-04
CIEMPIÉS,11:00,2020-12-04
ELEFANTE,12:00,2020-12-04
CABALLO,01:00,2020-12-04
ZORRO,03:00,2020-12-04
PERICO,04:00,2020-12-04
JIRAFA,05:00,2020-12-04
CAIMÁN,06:00,2020-12-04
ARDILLA,07:00,2020-12-04
LAPA,09:00,2020-10-11
CAIMÁN,10:00,2020-10-11
ZAMURO,11:00,2020-10-11
CEBRA,12:00,2020-10-11
CHIVO,01:00,2020-10-11
CABALLO,03:00,2020-10-11
BALLENA,04:00,2020-10-11
GALLO,05:00,2020-10-11
CARNERO,06:00,2020-10-11
ZORRO,07:00,2020-10-11
ZAMURO,09:00,2023-09-27
CHIVO,10:00,2023-09-27
PERICO,11:00,2023-09-27
MONO,12:00,2023-09-27
GATO,01:00,2023-09-27
PALOMA,02:00,2023-09-27
LAPA,03:00,2023-09-27
DELFÍN,04:00,2023-09-27
JIRAFA,05:00,2023-09-27
CERDO,06:00,2023-09-27
CEBRA,07:00,2023-09-27
ELEFANTE,09:00,2020-02-02
LAPA,10:00,2020-02-02
TORO,11:00,2020-02-02
CIEMPIÉS,12:00,2020-02-02
CULEBRA,01:00,2020-02-02
PERICO,03:00,2020-02-02
CABALLO,04:00,2020-02-02
CARNERO,05:00,2020-02-02
LEÓN,06:00,2020-02-02
CAIMÁN,07:00,2020-02-02
ELEFANTE,09:00,2021-02-09
ZAMURO,10:00,2021-02-09
ARDILLA,11:00,2021-02-09
CEBRA,12:00,2021-02-09
CIEMPIÉS,01:00,2021-02-09
GATO,03:00,2021-02-09
LEÓN,04:00,2021-02-09
ÁGUILA,05:00,2021-02-09
RATÓN,06:00,2021-02-09
PESCADO,07:00,2021-02-09
CERDO,09:00,2021-06-10
ARDILLA,10:00,2021-06-10
VACA,11:00,2021-06-10
CERDO,12:00,2021-06-10
VENADO,01:00,2021-06-10
CARNERO,03:00,2021-06-10
DELFÍN,04:00,2021-06-10
GALLO,05:00,2021-06-10
IGUANA,06:00,2021-06-10
LAPA,07:00,2021-06-10
PERRO,09:00,2020-02-16
OSO,10:00,2020-02-16
PALOMA,11:00,2020-02-16
CEBRA,12:00,2020-02-16
TIGRE,01:00,2020-02-16
CARNERO,03:00,2020-02-16
ELEFANTE,04:00,2020-02-16
CERDO,05:00,2020-02-16
PALOMA,06:00,2020-02-16
RANA,07:00,2020-02-16
TIGRE,09:00,2020-03-21
PERICO,10:00,2020-03-21
BURRO,09:00,2021-07-21
CARNERO,10:00,2021-07-21
RANA,11:00,2021-07-21
BURRO,12:00,2021-07-21
ALACRÁN,01:00,2021-07-21
ELEFANTE,03:00,2021-07-21
PERICO,04:00,2021-07-21
VACA,05:00,2021-07-21
CABALLO,06:00,2021-07-21
GALLO,07:00,2021-07-21
PERRO,09:00,2024-01-04
CARNERO,10:00,2024-01-04
LEÓN,11:00,2024-01-04
JIRAFA,12:00,2024-01-04
VENADO,01:00,2024-01-04
GALLINA,02:00,2024-01-04
DELFÍN,03:00,2024-01-04
ARDILLA,04:00,2024-01-04
BURRO,05:00,2024-01-04
CAIMÁN,06:00,2024-01-04
MONO,07:00,2024-01-04
PALOMA,09:00,2020-12-31
VENADO,10:00,2020-12-31
RANA,11:00,2020-12-31
CERDO,12:00,2020-12-31
ZAMURO,01:00,2020-12-31
BURRO,03:00,2020-12-31
PERRO,04:00,2020-12-31
GALLINA,05:00,2020-12-31
CHIVO,06:00,2020-12-31
GATO,07:00,2020-12-31
PALOMA,09:00,2024-02-12
CHIVO,10:00,2024-02-12
BURRO,11:00,2024-02-12
ÁGUILA,12:00,2024-02-12
BALLENA,01:00,2024-02-12
CABALLO,02:00,2024-02-12
RANA,03:00,2024-02-12
JIRAFA,04:00,2024-02-12
GATO,05:00,2024-02-12
PAVO,06:00,2024-02-12
CHIVO,07:00,2024-02-12
PALOMA,09:00,2021-03-03
OSO,10:00,2021-03-03
DELFÍN,11:00,2021-03-03
BALLENA,12:00,2021-03-03
PALOMA,01:00,2021-03-03
TIGRE,03:00,2021-03-03
VENADO,04:00,2021-03-03
BURRO,05:00,2021-03-03
CAMELLO,06:00,2021-03-03
ZAMURO,07:00,2021-03-03
ALACRÁN,09:00,2023-07-21
DELFÍN,10:00,2023-07-21
TIGRE,11:00,2023-07-21
BURRO,12:00,2023-07-21
GALLINA,01:00,2023-07-21
PALOMA,02:00,2023-07-21
OSO,03:00,2023-07-21
PERRO,04:00,2023-07-21
JIRAFA,05:00,2023-07-21
PAVO,06:00,2023-07-21
PERRO,07:00,2023-07-21
ELEFANTE,09:00,2023-07-08
PESCADO,10:00,2023-07-08
LEÓN,11:00,2023-07-08
DELFÍN,12:00,2023-07-08
RANA,01:00,2023-07-08
BALLENA,02:00,2023-07-08
CAIMÁN,03:00,2023-07-08
BURRO,04:00,2023-07-08
TORO,05:00,2023-07-08
CIEMPIÉS,06:00,2023-07-08
LEÓN,07:00,2023-07-08
LAPA,09:00,2023-10-21
ALACRÁN,10:00,2023-10-21
CARNERO,11:00,2023-10-21
TORO,12:00,2023-10-21
CIEMPIÉS,01:00,2023-10-21
BALLENA,02:00,2023-10-21
RATÓN,03:00,2023-10-21
CERDO,04:00,2023-10-21
ZORRO,05:00,2023-10-21
CEBRA,06:00,2023-10-21
PERICO,07:00,2023-10-21
ZORRO,09:00,2023-01-11
CABALLO,10:00,2023-01-11
TIGRE,11:00,2023-01-11
CULEBRA,12:00,2023-01-11
DELFÍN,01:00,2023-01-11
GALLINA,02:00,2023-01-11
GATO,03:00,2023-01-11
OSO,04:00,2023-01-11
ÁGUILA,05:00,2023-01-11
RANA,06:00,2023-01-11
TIGRE,07:00,2023-01-11
CEBRA,09:00,2020-01-23
CIEMPIÉS,10:00,2020-01-23
TORO,11:00,2020-01-23
DELFÍN,12:00,2020-01-23
ÁGUILA,01:00,2020-01-23
VACA,03:00,2020-01-23
BALLENA,04:00,2020-01-23
GALLO,05:00,2020-01-23
TIGRE,06:00,2020-01-23
LAPA,07:00,2020-01-23
MONO,09:00,2023-10-14
BALLENA,10:00,2023-10-14
PALOMA,11:00,2023-10-14
VACA,12:00,2023-10-14
CERDO,01:00,2023-10-14
ALACRÁN,02:00,2023-10-14
PESCADO,03:00,2023-10-14
RANA,04:00,2023-10-14
CHIVO,05:00,2023-10-14
CHIVO,06:00,2023-10-14
CABALLO,07:00,2023-10-14
PALOMA,09:00,2023-04-13
LEÓN,10:00,2023-04-13
BALLENA,11:00,2023-04-13
DELFÍN,12:00,2023-04-13
OSO,01:00,2023-04-13
CULEBRA,02:00,2023-04-13
ZAMURO,03:00,2023-04-13
RANA,04:00,2023-04-13
GATO,05:00,2023-04-13
BURRO,06:00,2023-04-13
PESCADO,07:00,2023-04-13
PERICO,09:00,2021-04-18
BURRO,10:00,2021-04-18
CIEMPIÉS,11:00,2021-04-18
CHIVO,12:00,2021-04-18
LAPA,01:00,2021-04-18
BALLENA,03:00,2021-04-18
JIRAFA,04:00,2021-04-18
CABALLO,05:00,2021-04-18
ZAMURO,06:00,2021-04-18
CABALLO,07:00,2021-04-18
GALLINA,09:00,2021-10-25
BURRO,10:00,2021-10-25
LAPA,11:00,2021-10-25
CARNERO,12:00,2021-10-25
CEBRA,01:00,2021-10-25
BALLENA,02:00,2021-10-25
PERICO,03:00,2021-10-25
GALLO,04:00,2021-10-25
ZORRO,05:00,2021-10-25
TORO,06:00,2021-10-25
ZAMURO,07:00,2021-10-25
TORO,09:00,2020-10-04
PALOMA,10:00,2020-10-04
VENADO,11:00,2020-10-04
CAMELLO,12:00,2020-10-04
GALLINA,01:00,2020-10-04
CIEMPIÉS,03:00,2020-10-04
ÁGUILA,04:00,2020-10-04
LAPA,05:00,2020-10-04
ZORRO,06:00,2020-10-04
ELEFANTE,07:00,2020-10-04
LEÓN,09:00,2023-05-15
PESCADO,10:00,2023-05-15
OSO,11:00,2023-05-15
RANA,12:00,2023-05-15
LAPA,01:00,2023-05-15
TORO,02:00,2023-05-15
CAMELLO,03:00,2023-05-15
PALOMA,04:00,2023-05-15
CARNERO,05:00,2023-05-15
IGUANA,06:00,2023-05-15
GALLINA,07:00,2023-05-15
ALACRÁN,09:00,2020-12-18
BURRO,10:00,2020-12-18
ELEFANTE,11:00,2020-12-18
CABALLO,12:00,2020-12-18
TIGRE,01:00,2020-12-18
PESCADO,03:00,2020-12-18
VACA,04:00,2020-12-18
CIEMPIÉS,05:00,2020-12-18
ZORRO,06:00,2020-12-18
CHIVO,07:00,2020-12-18
TIGRE,09:00,2022-06-29
CAMELLO,10:00,2022-06-29
LAPA,11:00,2022-06-29
CEBRA,12:00,2022-06-29
ZAMURO,01:00,2022-06-29
CULEBRA,02:00,2022-06-29
ALACRÁN,03:00,2022-06-29
IGUANA,04:00,2022-06-29
JIRAFA,05:00,2022-06-29
CABALLO,06:00,2022-06-29
CULEBRA,07:00,2022-06-29
BURRO,09:00,2021-11-30
ARDILLA,10:00,2021-11-30
TIGRE,11:00,2021-11-30
JIRAFA,12:00,2021-11-30
PESCADO,01:00,2021-11-30
CERDO,02:00,2021-11-30
LEÓN,03:00,2021-11-30
PALOMA,04:00,2021-11-30
CHIVO,05:00,2021-11-30
VACA,06:00,2021-11-30
OSO,07:00,2021-11-30
ZORRO,09:00,2021-07-06
DELFÍN,10:00,2021-07-06
ELEFANTE,11:00,2021-07-06
CARNERO,12:00,2021-07-06
PESCADO,01:00,2021-07-06
CAMELLO,03:00,2021-07-06
ZAMURO,04:00,2021-07-06
TORO,05:00,2021-07-06
CERDO,06:00,2021-07-06
ZORRO,07:00,2021-07-06
PALOMA,09:00,2021-05-16
CAIMÁN,10:00,2021-05-16
BURRO,11:00,2021-05-16
BURRO,12:00,2021-05-16
MONO,01:00,2021-05-16
VACA,03:00,2021-05-16
ALACRÁN,04:00,2021-05-16
ÁGUILA,05:00,2021-05-16
CARNERO,06:00,2021-05-16
CERDO,07:00,2021-05-16
LEÓN,09:00,2023-12-09
CEBRA,10:00,2023-12-09
ZORRO,11:00,2023-12-09
LAPA,12:00,2023-12-09
BALLENA,01:00,2023-12-09
